id,host_id
2346018,11980555
2361802,12062787
2365726,6355960
2371799,9419684
2466942,12615669
2468252,4690322
2476761,10292686
2477325,11559071
2477330,11559071
2479145,3311328
2483191,1569728
2501387,12803481
2501531,12804388
2516656,9746136
2523708,7042945
2538828,11133326
2543133,1518143
2547672,9354986
2551952,11392153
2604498,315148
2657916,315148
2685655,2564662
2687310,11836210
2690487,8519659
2694647,1864688
2791050,14275599
2874685,14692970
2889743,13410248
2919216,14692970
2964999,5487930
3011894,5488431
3103276,14275599
3119991,15744022
3136813,15059128
3175218,5968774
3199232,16213289
3201115,14139251
3237702,7737475
3317645,16750072
3385117,17078364
3410285,16633492
3544432,10327823
3601131,14448941
3604624,17818537
3627430,5872012
3633359,5047005
3635540,18332074
3637629,9703984
3645740,13242517
3651862,18466625
3674676,18657916
3698666,15185851
3700395,15185851
3760995,315148
3761001,315148
3767679,19301676
3789313,4280278
3806145,320772
3810218,9391057
3821808,19143862
3821950,19143862
3822015,19143862
3822053,19143862
3822134,19143862
3851703,9354986
3861766,8354112
3897112,476901
3898306,17633
3907276,20236500
3912498,7737475
3914048,20224946
3964658,20548311
3996972,1662757
3997598,20724798
4022565,5487930
4024085,9581687
4025236,9581687
4025438,9581687
4033904,20915118
4054129,7808700
4055607,21032851
4083095,21132530
4085972,2071346
4092017,9419684
4204367,11559071
4218583,5487930
4231934,3672670
4244705,21506582
4284144,347943
4286181,3517743
4301665,17916157
4325533,22461157
4343926,5487930
4359352,1910090
4408378,4192192
4411488,5487930
4416095,14275599
4417414,5828131
4420920,7920042
4427874,8043437
4447266,9419684
4468741,11110008
4482945,22756175
4535738,23518749
4545885,22731277
4552932,5688329
4565447,2534048
4573504,4391573
4574014,23709660
4579903,10292686
4580159,10292686
4597473,18896296
4604357,23859573
4605036,23862725
4616068,17207062
4622571,20236500
4634946,21569885
4635196,24001443
4645378,24049370
4708026,5243080
4730124,24426199
4730309,24426199
4751469,23193071
4758676,24554688
4767589,14008393
4782976,16017173
4789751,24688905
4801046,3615132
4841217,24914253
4848799,5356790
4860800,23423028
4881590,1546598
4887569,25145497
4901758,4407379
4922023,12710712
4924193,25363242
4928685,22456488
4936102,17633
4943572,25447150
4948442,7049884
4978586,21910309
4978657,24914253
5003334,14513477
5012334,25759283
5014903,10286762
5015395,22366497
5018679,2726546
5026926,24914253
5030765,25969674
5030785,25969674
5051005,26079515
5066458,10172779
5075773,22801633
5076606,5487930
5082818,25859907
5089725,1662757
5111311,3936592
5132940,22239362
5140121,22456488
5145487,11559071
5156582,26667291
5166322,22801633
5195346,26875971
5239084,4440623
5262416,19361397
5278479,27323824
5286261,10295815
5318112,27550391
5354872,27757663
5372128,27843930
5405966,25338537
5560185,28825130
5592949,21506582
5593096,21506582
5660850,29344017
5661282,29347194
5755232,10152762
5780038,6336395
5790254,7478562
5801793,30100464
5825904,6094598
5834173,9011212
5847593,2902940
5862637,17207062
5903980,30664423
5904077,7495211
5930511,10447928
5985721,15274203
6000894,29712821
6004138,18054783
6027248,30283594
6047219,5571655
6047348,5571655
6049863,79605
6072414,31520405
6084064,31516956
6091385,3936592
6091388,2379779
6103261,14692970
6118082,783034
6128357,27211012
6133914,7774762
6155371,5571655
6200202,18045188
6227307,9581259
6231539,31516956
6247860,34312
6327064,32927652
6331663,32959018
6333552,10295815
6334405,32837957
6355197,18896296
6374588,32959018
6389428,22653397
6404202,32837957
6424291,20282
6431931,9335473
6438519,2374185
6479337,29162373
6490357,315148
6501477,33982959
6516520,6033141
6557100,315148
6569449,17633
6590621,4687058
6627551,34689948
6674537,26052091
6677616,9929955
6690084,21779640
6717232,32959018
6746916,24016367
6832557,35794807
6836332,35820399
6881428,25476243
6881600,25476243
6913597,852801
6956685,32009941
6968949,30283594
6969950,30283594
7020322,31516956
7060166,5448602
7076206,30100464
7106899,25363242
7109996,37194861
7181782,21446930
7195053,6531855
7220755,37722870
7245977,7762489
7290056,13743641
7319641,38345667
7384867,38683977
7385563,604616
7387956,37919321
7429332,21178631
7438473,30732781
7452083,6757090
7547751,39382395
7559867,28825130
7626430,21014832
7629788,30283594
7660850,32851509
7677038,40313075
7677423,40315715
7714870,3672670
7714880,3672670
7725828,30283594
7733964,40644141
7744854,40709062
7800582,41047431
7801335,41047431
7826994,38683977
7930288,10292686
7931456,9419684
7952701,26589186
7968494,2379779
7982044,11671495
7990478,28825130
7997888,37251915
8072054,37085756
8078444,1562684
8117850,94251412
8118612,9624102
8125413,16820693
8165340,10292686
8190920,22145812
8206306,14692970
8227337,315148
8292724,43723905
8300958,41656215
8339618,12843663
8347485,40308811
8353034,44025619
8362811,43619062
8363399,184501754
8372234,41656215
8381345,44167924
8404345,41656215
8409891,9296587
8419348,41656215
8424836,41656215
8445816,44466649
8479494,44658525
8488518,44706521
8550351,37035704
8581470,41656215
8606256,44461566
8608311,7442764
8616083,45325566
8645356,41047431
8645554,41047431
8645700,41047431
8646332,41047431
8646530,41047431
8710450,17098850
8737926,38683977
8741535,45858892
8796084,27323824
8809662,46154143
8811756,9691710
8846542,46326018
8865233,4346483
8902602,42722156
8933705,17633
8964989,46630199
8965848,46630199
8967038,46630199
8967165,46630199
8992704,41656215
9012148,41656215
9028780,190082
9094563,47417669
9113304,2583808
9116972,47506145
9156290,5882214
9168908,9011212
9171118,7259037
9177409,9068009
9215039,47920043
9260413,3106861
9282899,33667191
9283035,13410248
9318555,11582224
9329121,10292686
9360247,48566288
9363284,46630199
9371337,19684173
9396904,19584745
9410545,138459
9428134,37580895
9430567,3448315
9473056,13716353
9486921,49170773
9489305,2851775
9496542,873219
9546364,49437076
9551164,476644
9569468,49540988
9616203,49751707
9624481,9520083
9644823,5096803
9651139,49893745
9651530,49893745
9660463,33640455
9684458,50024522
9694072,50064790
9697108,39088137
9704912,36275317
9708633,50126620
9722172,17934570
9727618,4630059
9732220,44218721
9788818,50451043
9789180,29586376
9807973,49256800
9854986,22239362
9855531,20371167
9855547,20371167
9902178,35423680
9907100,3197708
9920493,14692970
9949954,4856178
9954831,16644446
9972284,29467361
9973170,27550391
9993065,51333359
10012298,9711482
10021464,16644446
10021714,16644446
10021958,16644446
10033854,25327630
10059402,16644446
10059646,16644446
10066573,44774918
10082572,46722229
10097934,25197983
10104715,51854674
10115427,23247942
10173162,3474736
10257241,7594209
10292197,52947245
10311634,53056625
10343356,40184950
10359296,3725621
10368464,28774061
10384001,44636030
10393497,53512798
10403348,46630199
10405545,53580080
10407841,53593416
10408566,18146689
10418749,6488932
10429628,53719149
10436526,53759813
10453467,53857552
10477909,54004997
10526371,18393059
10542403,54362762
10543751,53580080
10543985,53580080
10544363,53580080
10551108,46282344
10560532,54469632
10574467,46326018
10575202,54551407
10589940,30423702
10617103,5326343
10626368,16794398
10636648,54900784
10651132,40871759
10659762,10663585
10685388,4746
10694497,55252534
10787059,33104745
10788926,55825734
10790909,13137722
10860997,46326018
10875641,344019
10880153,15996895
10882532,15376899
10923786,56624653
10978189,24669071
10999657,53610057
11031634,21873212
11031641,5592835
11036034,57270424
11087176,34403
11105778,21178631
11126528,57817556
11144448,2491932
11168876,58113599
11176974,58166745
11183754,10532812
11253591,44461566
11296745,315148
11299890,3448315
11357292,50071999
11371592,10292686
11408835,11657856
11413391,17051760
11455321,46326018
11513680,2245877
11528631,20527599
11529762,20527599
11530845,20527599
11543343,60902756
11544564,32927652
11553508,53580080
11553692,30602831
11555687,60195881
11599968,34195632
11637325,61680461
11639515,1998736
11689750,32782305
11692311,60639375
11714338,5356790
11720627,61861443
11721962,15365907
11759609,52087226
11767916,62638082
11809415,5356790
11838693,63078920
11848786,5487930
11865642,63247182
11866275,58166745
11868093,58166745
11868625,58166745
11911646,5487930
11946738,6165522
11970099,10292686
11970434,63949846
11990568,64096006
12026532,64358426
12088417,64793907
12107868,6340713
12113216,64489332
12152132,10292686
12152164,4687213
12173928,65403910
12183872,11438316
12186429,3221627
12202079,15365907
12219364,6116576
12223526,33300484
12243205,15365907
12253009,65969182
12289125,8043437
12294596,33054104
12314626,22059325
12324845,63763557
12399984,10292686
12400338,10292686
12423375,2216329
12431578,45509940
12433404,2055019
12446479,30283594
12488997,357532
12494558,32928805
12513824,67773788
12532661,12804388
12535607,31551607
12543010,21446930
12559067,19108276
12579823,68222993
12581800,68075987
12600421,7874690
12603290,68399594
12623775,11771833
12623839,6355960
12634006,10640529
12637339,33579876
12643387,45142183
12646701,41565910
12650953,9740953
12656977,415218
12678029,686959
12758931,69403545
12784285,44859433
12794738,6150789
12833258,65964736
12850682,10292686
12851881,10666566
12864169,10292686
12865283,5094757
12866552,10292686
12866878,10292686
12869982,63293808
12882293,64742005
12885229,70515834
12886507,9348212
12890956,70571367
12902944,70689374
12902969,16459170
12916338,5656
12926545,7920042
12935921,45325566
12948696,11310397
12973607,58228107
13001509,67905334
13005087,65403910
13030607,21812776
13038149,23246212
13063902,16820693
14944917,48468538
13077178,72516490
13078902,10292686
13096118,17633
13096614,3644538
13108950,55009
13112085,72903714
13112324,34407290
13138525,41565910
13149363,6203770
13153398,73400602
13199320,55009
13207086,121070
13208131,74026365
13210656,55009
13227010,71752060
13247788,74478298
13313002,75240920
13316914,74877774
13330903,75446187
13342086,31183194
13390535,30283594
13410561,4918036
13487361,25169932
13491888,1261711
13492207,1261711
13494833,1261711
13501642,2726546
13513245,77577518
13524358,77706798
13527196,6844452
13529372,59911534
13530889,63283669
13542720,41766385
13570789,22653397
13577736,5657656
13578244,2492536
13616522,15726903
13620848,19201561
13622959,59387158
13623770,78930908
13635817,4343477
13641373,39556632
13649140,6488932
13650050,2088244
13657698,66801226
13660126,79389570
13683939,75442711
13685445,1346845
13697918,16644446
13698365,16644446
13727764,33151642
13747502,1358948
13748008,80523335
13764058,14906536
13802298,31178634
13802779,58214542
13809783,74518047
13853404,81822679
13894976,81929011
13913413,18594116
13913758,70098073
15615256,47204811
13932102,10974337
13959404,83157606
13962273,8132458
13992113,17911854
14027788,20241305
14037354,84086518
14073773,64168260
14083967,70587064
14086586,5816343
14101888,11585007
14108883,82205301
14117917,46630199
14148096,75042
14184210,183117
14201057,16206623
14233774,64827706
14236545,34308542
14236884,34308542
14239874,86622081
14258587,86842330
14264684,86915512
14269695,19521188
14312770,61334337
14313672,78321231
14322493,50159579
14331755,87724136
14333797,87724136
14341370,77230802
14357248,4336089
14360838,7244663
14374409,6789081
14421376,16834451
14426673,3448315
14426998,3448315
14444701,88939509
14446252,2733434
14447623,88971653
14501592,89016153
14506047,89373138
14507861,19521188
14520972,8043437
14548071,6878743
14555537,90117890
14563049,1555964
14590973,90483601
14594639,2387207
14600054,49670365
14629317,52813765
14669365,902465
14685847,54919923
14744997,91876859
14760734,55009
14767042,71766356
14805243,14229159
14843406,62297139
14865465,93122946
14886854,7005499
14890121,22276780
14899604,21290155
14913168,93122946
14918834,43723905
14981562,32927652
14982432,94413936
15007795,18250538
15014312,86401186
15058397,27737761
15060731,95221142
15063053,14062357
15080581,86600663
15081446,41809632
15092261,25338996
15132389,21797257
15143237,5035816
15155205,96144947
15165917,44949993
15171376,25364945
15176149,10908067
15194332,96476055
15195673,32018841
15205271,27373538
15206984,44949993
15209243,44949993
15212443,77381295
15217220,78148182
15218873,43014415
15220694,48287191
15235217,96846593
15238910,25859907
15248451,96966259
15248566,9285851
15251965,95459395
15252636,95459395
15253221,95459395
15264519,95459395
15284961,87565931
15313139,30928000
15326344,1279307
15328533,7882953
15343995,47031800
15354249,3366060
15355000,55009
15357947,98014028
15369535,20282
15373088,98207538
15397701,2629218
15408045,68126271
15419112,46630199
15419652,46242216
15451584,25866505
15483564,64405348
15494076,82181720
15522091,40685012
15522419,81725187
15523073,62288976
15552175,100104886
15552233,54510810
15554376,100131261
15558485,100171774
15564599,36144779
15604857,74478298
15620627,30386874
15624652,36237595
15624823,9691027
15646617,73427103
15655208,73613929
15658197,7196325
15665231,101148074
15701093,3964420
15720606,14171572
15734466,39930655
15740602,13493491
15744305,8143228
15752720,1689867
15755522,6033272
15780460,102064876
15790449,68882789
15802301,67933890
15805076,102276345
15806545,82125421
15808888,46521595
15817486,102276345
15820983,68882789
15843220,98799358
15844452,1707597
15844475,44949993
15911315,48292280
15914701,44949993
15935211,102225058
15937364,41859444
15938415,87150307
15940738,12403809
15941219,103468502
15958616,16207242
15962871,71110500
15963788,71110500
15972360,19061220
15980497,2024948
15981013,25766824
15984277,8350984
15985071,11203497
15999394,12159102
16002068,16831081
16002608,103705038
16016813,1456449
16018100,2680706
16019820,10676734
16040704,104395921
16052295,7307125
16087309,31906978
16122969,22160473
16131739,6411133
16142893,723831
16148686,13503254
16157784,105457042
16162225,1626178
16164463,3024813
16174330,105592042
16174851,34403
16178596,16206623
16179637,159305894
16190668,105727770
16192646,105743603
16199286,13541161
16200955,4192192
16202179,105592042
16204388,92880710
16204459,105592042
16215950,105948654
16218083,105592042
16225583,73109758
16239379,12338343
16241582,62342195
16242339,6373636
16243037,2180128
16243733,53283391
16256111,75208389
16256882,63129199
16258017,12388243
16258530,17494899
16284799,16199167
16284824,2492536
16284856,27914570
16285321,32018841
16285366,105592042
16285598,105592042
16285755,105592042
16286156,105592042
16286331,105592042
16286390,81126316
16295397,5153745
16296814,106615219
16300909,1931816
16309028,38965746
16309873,21843623
16312601,46630199
16323750,13360566
16331827,82193614
16332139,106911033
16334415,3936592
16335709,54126082
16343000,82193614
16343789,21421893
16344337,9356376
16346440,107033005
16348636,6655288
16352310,54675442
16352847,45720
16353039,3052850
16359763,5474300
16361327,30283594
16376614,31214578
16379151,107278901
16380562,104127819
16380887,2334362
16381317,104127819
16382509,46521595
16395494,42534044
16403033,4518738
16405079,39930655
16412264,2615928
16413061,107552587
16413243,107554253
16415014,107569275
16415389,107573807
16423741,6030345
16427431,94079641
16427522,107697689
16441567,33861861
16448459,107888317
16451853,20056719
16453579,32865087
16453909,902113
16454685,18393059
16462028,108007021
16465485,13720227
16469368,46521595
16479914,59004447
16480055,108186494
16480346,108189881
16487154,3293022
16487475,108261325
16490471,12991869
16495027,27222600
16497765,108364436
16514018,46630199
16515949,2024948
16518770,36993961
16521785,108624574
16525202,88074789
16528623,107842986
16530141,108719050
16532102,37551897
16541090,8816158
16544141,78194147
16544630,108887951
16544641,108888501
16545176,6646872
16545332,30315908
16555136,109003620
16555755,3661050
16555956,48067892
16557144,15784084
16567407,43011782
16571281,45332574
16576444,39235404
16583485,55203478
16589585,24051505
16600553,38272586
16602138,109529688
16602437,109533941
16603359,109545696
16605239,109568164
16612567,109644708
16613766,5437227
16615196,19904281
16619513,18844673
16620442,109736004
16628982,73041211
16629472,9306094
16629475,20482300
16630937,109849144
16633159,5008109
16633921,17764709
16634181,46630199
16634452,17764709
16635143,9306094
16635517,109898126
16636055,17764709
16646563,110015582
16647588,1026388
16651819,109436016
16659987,110158644
16663340,35340389
16664148,49350907
16673346,110310975
16676204,110345811
16677882,17934570
16677891,61323707
16678182,95221142
16684913,11236131
16684937,9771947
16688529,61943775
16688556,108163061
16688786,22006185
16688937,45444705
16689362,110502361
16690221,26525901
16691141,6124057
16693813,33160230
16701782,72880719
16702494,110641733
16703018,12567099
16704758,102276345
16706848,75394256
16710435,66251356
16716427,54138089
16720045,33682434
16722212,62645319
16723461,110856410
16732639,23085388
16734253,32548845
16736020,88939509
16738134,21706236
16741874,5850
16742855,111066542
16748395,13241443
16753343,73120116
16753438,71110500
16756337,62859585
16757351,111207965
16764417,46582948
16764960,1618772
16766936,111012781
16767868,111311001
16768256,3323477
16772479,6472382
16776926,111282722
16780183,20731199
16780320,13814366
16781108,387733
16781244,4923396
16789250,315148
16791883,4518738
16793317,2848601
16795499,53596345
16795983,107593369
16797460,13322416
16798447,315148
16803176,89866028
16806562,67990551
16808703,111760278
16811541,111810504
16811770,14831290
16815528,104464656
16820068,639308
16821423,111914877
16824881,4871978
16825256,2982739
16828326,63273507
16828556,6735622
16829087,26206487
16830342,14290568
16830544,4794122
16832746,112036330
16837937,112083571
16838101,44639131
16838206,11649342
16839962,7228295
16844259,52457876
16844765,112156224
16864365,58166745
16869795,35906337
16874804,4663903
16882568,112575738
16885819,89707115
16910466,112895048
16928186,49350907
16959752,4642626
16973661,74673637
16999869,14567900
17000226,113917603
17004838,4642626
17007485,100589
17025961,16644446
17038720,102490331
17044362,500279
17078088,2230499
17089486,13000882
17107031,73159980
17116424,24863780
17131099,26389480
17141233,87977393
17142042,107842986
17155824,107842986
17172606,26389480
17172878,26389480
17210375,8244177
17229275,55009
17231793,8509601
17234433,19800280
17240994,15333132
17248804,26389480
17303429,1436380
17367416,2565542
17387565,117540962
17419427,26389480
17464583,14761103
17480877,18139947
17509422,7912484
17509770,4714927
17558492,108624574
17566027,82332119
17588084,26389480
17589398,26389480
17593445,11626707
17601148,119615821
17619774,26389480
17620157,26389480
17620806,26389480
17638871,17219855
17639543,50947248
17640610,17219855
17650262,17219855
17655720,120146441
17657537,49670365
17662150,20409206
17683880,113789286
17695736,26389480
17700270,1864688
17723426,18728663
17733797,261256
17744570,3474736
17748684,121090333
17761010,121090333
17765896,42130309
17784595,16381569
17787277,46630199
17795487,121592889
17802334,17219855
17803183,121348070
17830430,392506
17840858,3484793
17845244,79706583
17846412,5061
17858987,122219895
17876945,122396015
17905350,3766302
17926693,3664276
17928566,12166019
17943771,12166019
17944042,95662000
17944480,12166019
17944757,12166019
17950707,1275143
17956698,57567321
17959615,123268799
17964221,511136
17964535,511136
17979497,30368752
18025636,21536334
18033145,26389480
18033653,17680985
18042619,98799358
18076615,106426179
18085124,35942863
18093802,8733319
18096306,20181195
18105893,96456433
18109324,5882490
18123048,124644014
18142381,5882490
18172755,5243080
18189814,2993827
18240442,126020632
18254306,46722229
18254897,58603528
18265537,32009941
18273515,126333441
18281120,690881
18288362,39930655
18303467,18004955
18313133,111311001
18313435,111311001
18328986,124325632
18346849,583576
18347212,583576
18359146,71554967
18370655,12126132
18375992,11323859
18376901,70162513
18387961,127187397
18395089,1507802
18408563,79036815
18409075,111311001
18422244,7196325
18430302,15906842
18432474,30419644
18433862,70162513
18464067,112764131
18471909,128115517
18490163,12166019
18509858,5656
18516830,4714927
18535547,26808180
18544136,5882490
18547083,26180779
18550089,16266875
18566562,487806
18569197,128923810
18598439,39930655
18633212,54919923
18636769,11462042
18669853,33486751
18689667,129906859
18691537,26389480
18715548,130131975
18746031,45371351
18755044,130480786
18757058,35738187
18774183,24492622
18778039,2170422
18783627,124463370
18791414,29817021
18793592,98811823
18794709,87627920
18811122,126988012
18811872,21338184
18823279,19143862
18826674,29184455
18833579,71551950
18853536,84924342
18868200,18657916
18872794,19143862
18877636,12166019
18895758,19143862
18896504,19143862
18913122,6483445
18914687,13743641
18946919,132090955
18949151,39930655
18975927,132364190
19011416,132637888
19018633,45172134
19025023,105502689
19038120,41644125
19038305,3386804
19056700,133027411
19056913,25717028
19070844,13743641
19074623,43905291
19082321,130116131
19085033,130116131
19093209,133359768
19095872,19131071
19115559,69203193
19121191,53984107
19142630,39930655
19143583,32965865
19143734,49112906
19154251,133922177
19178372,18173651
19180793,12318880
19181932,12605921
19205234,26296287
19207688,126333441
19231140,29184455
19243487,22301369
19292454,122382567
19308865,68843638
19311563,10292686
19315537,86403269
19315567,15582957
19329377,108025083
19347077,6480831
19381762,108164897
19388218,38387831
19388832,1492347
19404156,37792202
19405358,1001532
19409558,6480831
19414228,63273507
19429471,16615356
19434002,17633
19457942,70394864
19458263,6664
19479297,46582948
19500901,24635920
19502323,136929318
19503298,39930655
19503995,13743641
19506309,136987437
19507167,30543253
19507382,136999257
19508480,20917831
19526445,77036914
19533265,77036914
19552660,2726546
19586234,92608237
19599646,82738448
19625495,13136803
19637156,99381792
19641640,1026388
19642299,33008208
19643671,8093059
19650280,6823849
19699547,138787488
19724962,86790623
19764058,1201707
19767116,25863369
19767321,40640586
19768378,3664276
19769087,29671610
19769612,368268
19769692,35415160
19787253,106426179
19807322,1858370
19808563,43462265
19817543,87516029
19823942,24842196
19829493,16637650
19841607,10058543
19864452,17219855
19872890,16381569
19893073,30406530
19893878,33160230
19912376,114562882
19930688,138943278
19932136,27055889
19953017,103024794
19998720,124782850
20001423,140334352
20014244,11309130
20028160,6416102
20028213,3448315
20049395,2291656
20093002,16252186
20124890,20917831
20126341,89325275
20138171,6066744
20138796,25683126
20166365,51355304
20166874,85322269
20192249,143780236
20196027,102792457
20196565,61643454
20207987,3327767
20212862,4263869
20213058,143983211
20217934,9354986
20253006,5487930
20264444,40649327
20265888,13743641
20277898,25986811
20294927,17123337
20299513,24444960
20302085,48864030
20302745,15365907
20303609,22648846
20321277,6637404
20347049,10716582
20358943,144776629
20360072,145224593
20361292,3111772
20403640,127842798
20403766,29184455
20422457,12126132
20432523,11827226
20437419,9354986
20437717,176438
20438692,176438
20461027,17633
20463668,140579095
20469824,92210914
20483028,36082115
20500529,46590989
20503212,738459
20535352,56754902
20538744,142993246
20604877,147252541
20605356,147199471
20607002,147115777
20617856,9265084
20624816,11604993
20631517,75385441
20648805,11309130
20651859,7884028
20652766,47429487
20653842,64565492
20675654,146624030
20676811,7630547
20685727,146624030
20722572,95921344
20743970,48864030
20769447,148703825
20772004,71811630
20773444,54126082
20779267,54126082
20779465,148912796
20780000,57563441
20808151,100131261
20842495,5284303
20842924,92781477
20846063,146624030
20849583,149624635
20850080,3324376
20850266,3324376
20850507,3324376
20850591,3324376
20850883,601702
20893833,13336164
20894617,95459395
20895152,95459395
20900080,40184950
20945085,40506199
20947453,6148916
20957404,14692970
20968665,94884587
20969903,142639760
20983563,54077384
20995225,95617504
21012348,54126082
21038479,146624030
21043913,146624030
21044104,146624030
21062208,5656
21103562,3281515
21106596,61953100
21120222,48864030
21122879,20312243
21134013,86405650
21141774,122646086
21160435,7882953
21161218,152712129
21177503,124782850
21181175,45515061
21185273,4280278
21201876,69429712
21265927,8804821
21282511,5487930
21282988,71799021
21288872,39966150
21292577,73833123
21305912,52844473
21307831,95459420
21308895,140334352
21325478,44949993
21326028,67317030
21354341,4166308
21366569,154710952
21368941,27152040
21383659,146624030
21383867,146624030
21383885,39290542
21384208,146624030
21392155,28825130
21398898,146624030
21414621,146624030
21414624,146624030
21422900,138787488
21427161,155303103
21436504,13874798
21436977,6597874
21437643,3672670
21456367,26694024
21470573,27021311
21473043,150748953
21473050,7405667
21475020,1004055
21491206,156126519
21504736,1834705
21519530,156381814
21519849,156381814
21520487,84771858
21575396,11309130
21578601,156925549
21592968,2101885
21597502,157089151
21642372,157501109
21646731,80894863
21662190,3672670
21663102,3474736
21668724,24499278
21680495,58579028
21681716,157832931
21695571,51590466
21711623,155256037
21717185,158129211
21729336,105502689
21730002,4503953
21737338,73765439
21748348,34767827
21753674,125670628
21756049,263430
21784912,74841863
21788048,49195938
21793152,6083109
21821898,157832931
21822257,146624030
21869442,7196325
21879862,4009241
21885282,159644445
21887183,27042315
21891422,157259550
21899068,159777015
21907535,13817732
21922313,79880980
21926539,159993507
21945058,102400432
21945253,154953111
21962401,159644445
21976567,15726903
21994848,160601943
21998156,1501363
22012269,160601943
22025910,48864030
22048871,122931819
22062712,161153272
22075568,8043437
22076921,11980555
22077168,11980555
22084822,118419282
22115415,17757296
22139377,43935594
22162839,161879212
22187642,32782305
22193388,157939317
22202025,8792447
22229408,120875011
22244228,160627439
22265652,23502507
22265966,160601943
22266299,160601943
22268306,47462040
22300841,116112352
22308082,140907869
22325323,4974030
22342450,6358331
22342950,163362419
22352986,62379567
22372488,95459395
22372846,95459395
22375408,95459395
22375645,1689867
22392135,163753719
22397505,163817718
22416682,26219810
22448594,7233384
22479866,106426179
22481060,38466365
22493531,164980877
22496638,165020675
22504339,15738462
22508080,147434844
22513442,125670628
22516816,27211012
22526002,122382567
22528979,25757262
22530963,62587952
22535385,165513933
22553714,165717689
22553946,2801115
22554380,23333270
22566196,48765540
22568357,165867129
22583236,126599419
22595540,32586644
22596561,149991650
22601186,1437612
22610265,74518047
22617173,166477115
22618081,5487930
22630382,93563557
22632483,9419684
22633189,56607502
22633496,9419684
22635161,5487930
22653176,9419684
22653398,9419684
22670474,146624030
22670776,146624030
22671304,56607502
22690411,167267878
22691885,146624030
22704423,39747152
22705219,124644014
22712422,35004448
22718758,167621187
22731835,31371437
22743952,167542927
22745173,5243080
22773755,168231720
22792088,24953267
22794533,5202852
22798280,126333441
22807715,39930655
22825478,3489498
22833646,168802442
22849113,3672670
22849373,3672670
22889193,3073728
22893510,30740211
22916511,169664944
22921760,28828432
22923604,9924401
22986168,33868772
22995477,170551950
22999950,153142984
23004319,9680354
23034323,5710297
23045163,30880324
23053269,170397638
23062368,93666826
23076529,1662757
23077094,32713202
23090614,4100648
23101507,1237439
23101522,37494995
23102166,132864176
23105556,18063946
23139332,3746732
23148309,19646676
23170552,36954714
23190741,172432100
23190751,26392545
23236188,59729779
23274279,1501363
23304101,46630199
23309447,62296794
23357913,163817718
23368804,36669572
23371128,44251938
23380375,26392545
23409975,2881676
23464005,39930655
23478836,28922618
23521918,124644014
23522812,175696585
23527224,15905758
23539251,21097703
23556288,9680354
23558219,63078920
23560608,138787488
23584521,176304871
23625381,16082647
23644899,70574319
23645709,3672670
23653501,177085783
23654043,177085783
23654380,177085783
23663749,3672670
23670148,177085783
23686072,160509749
23711210,67317030
23717403,3448315
23717829,3448315
23724012,63140065
