host_id,host_listings_total_count,host_listings_entire_homes_count,host_listings_private_rooms_count,host_listings_shared_rooms_count
56708981,1,1,0,0
366169291,1,1,0,0
16561471,1,1,0,0
111464268,1,1,0,0
28920362,1,0,1,0
188185624,1,1,0,0
58104446,3,3,0,0
309580714,3,0,0,3
283851100,1,1,0,0
10523670,2,2,0,0
7650266,25,25,0,0
225646907,1,1,0,0
44080778,2,2,0,0
16309787,1,1,0,0
369329549,1,1,0,0
69251153,1,1,0,0
337020834,4,0,4,0
187954463,1,1,0,0
2063724,1,1,0,0
83409288,1,1,0,0
370943658,1,1,0,0
201899438,1,1,0,0
10530921,2,2,0,0
5379812,1,1,0,0
371996493,1,1,0,0
4398452,2,2,0,0
143212276,2,2,0,0
337758783,2,2,0,0
202132693,1,1,0,0
257539140,4,4,0,0
100507452,1,1,0,0
85302120,1,1,0,0
38197351,2,0,2,0
152998344,1,1,0,0
755980,1,1,0,0
10532814,2,2,0,0
22758479,2,2,0,0
22490527,3,3,0,0
20281003,1,1,0,0
4870160,2,2,0,0
94980211,1,1,0,0
231133074,1,1,0,0
163825346,1,1,0,0
177743379,1,1,0,0
4641615,1,1,0,0
1568403,2,2,0,0
63742377,1,1,0,0
11649040,1,1,0,0
102415327,1,0,1,0
377727739,1,1,0,0
37052041,1,1,0,0
62587952,1,1,0,0
378025803,1,1,0,0
12197133,1,1,0,0
60649946,1,1,0,0
2216426,1,1,0,0
133265206,6,6,0,0
18737347,1,1,0,0
131603240,1,1,0,0
12029413,1,1,0,0
378002958,1,0,1,0
55133178,1,1,0,0
78830550,1,1,0,0
36168268,1,1,0,0
340259440,1,1,0,0
61643,5,2,3,0
380302583,1,1,0,0
21168927,1,1,0,0
38294216,4,0,4,0
42392692,1,1,0,0
7785611,1,1,0,0
27553005,1,1,0,0
30729259,1,1,0,0
68062915,1,1,0,0
377569030,1,1,0,0
16470890,1,1,0,0
13615800,1,0,1,0
26138890,1,1,0,0
383058773,1,1,0,0
38694549,1,0,1,0
121774640,1,1,0,0
383399604,1,1,0,0
2838210,2,2,0,0
383776222,3,0,3,0
140643176,1,1,0,0
147716131,1,0,1,0
131426756,1,1,0,0
384301691,2,2,0,0
147645033,1,1,0,0
39850902,1,1,0,0
386101761,18,0,18,0
386054308,1,1,0,0
386610352,5,5,0,0
8139997,23,23,0,0
386999455,2,2,0,0
120455802,3,3,0,0
6354654,1,1,0,0
6949069,1,1,0,0
324906850,6,0,4,2
47878212,1,1,0,0
120446639,1,1,0,0
97552590,1,1,0,0
22296770,1,1,0,0
389033179,1,1,0,0
380753283,2,2,0,0
4407953,1,1,0,0
32795375,1,1,0,0
44113859,3,3,0,0
7118788,1,1,0,0
83405429,1,1,0,0
389664429,5,5,0,0
111101312,1,1,0,0
184692904,1,1,0,0
146175399,1,1,0,0
207880537,1,1,0,0
392164706,7,6,1,0
392721148,1,1,0,0
1583329,1,1,0,0
24877097,1,1,0,0
246893889,1,1,0,0
27542963,1,1,0,0
394568651,1,1,0,0
79165412,1,1,0,0
323773287,1,1,0,0
31286289,3,3,0,0
1745073,1,1,0,0
395317323,1,1,0,0
3841035,2,2,0,0
6665056,1,1,0,0
396221659,1,1,0,0
43039538,1,0,1,0
193245881,1,1,0,0
31913498,1,1,0,0
40974233,1,1,0,0
37178679,1,1,0,0
45659914,1,1,0,0
203981683,2,1,1,0
40977773,1,1,0,0
302163063,1,0,1,0
59977955,1,1,0,0
398508235,1,1,0,0
73406513,1,1,0,0
399217548,4,4,0,0
87582498,1,1,0,0
210785866,1,1,0,0
13242357,1,1,0,0
349251028,5,5,0,0
29656215,1,1,0,0
5556571,1,0,1,0
116245550,1,1,0,0
85373679,2,2,0,0
35328672,3,3,0,0
19744534,2,0,2,0
26279213,1,1,0,0
1809672,1,1,0,0
47115433,2,0,2,0
400922360,1,1,0,0
67948802,1,1,0,0
183421640,1,1,0,0
25582718,1,1,0,0
402065431,2,2,0,0
161599427,2,2,0,0
43949129,1,1,0,0
2031491,1,1,0,0
2139705,1,1,0,0
79931328,1,1,0,0
403217194,2,2,0,0
88457546,1,1,0,0
61376819,1,1,0,0
403856732,1,1,0,0
28254191,1,1,0,0
34607703,1,1,0,0
404404580,2,2,0,0
10208831,1,1,0,0
238728111,5,0,5,0
62433709,1,1,0,0
404766802,1,1,0,0
268173853,1,1,0,0
65677230,1,1,0,0
8165015,1,1,0,0
405397184,1,1,0,0
8803996,1,1,0,0
17922516,1,1,0,0
120149490,1,1,0,0
371555289,1,1,0,0
9691027,1,1,0,0
169109637,1,1,0,0
27837666,1,1,0,0
23556804,1,0,1,0
14653276,1,1,0,0
402727736,1,1,0,0
407496166,1,1,0,0
19214127,5,5,0,0
4254411,4,0,4,0
286957279,1,1,0,0
30005195,1,1,0,0
228007700,1,1,0,0
408774276,1,1,0,0
11028246,4,1,3,0
663380,1,1,0,0
409137827,2,2,0,0
25138314,1,0,1,0
86206863,1,1,0,0
2627841,1,1,0,0
3532124,3,3,0,0
113535536,1,1,0,0
64341138,1,1,0,0
57511692,1,0,1,0
2298713,1,1,0,0
28274998,11,11,0,0
33522984,1,1,0,0
136047340,1,0,1,0
269872084,2,1,1,0
31791599,1,1,0,0
23805559,1,1,0,0
1934857,1,1,0,0
181205324,2,2,0,0
1927771,1,1,0,0
413272582,1,1,0,0
77808209,1,1,0,0
19510846,1,1,0,0
2672782,1,1,0,0
7100311,1,1,0,0
200622780,1,1,0,0
90603359,3,0,3,0
414561076,1,0,1,0
49939274,1,1,0,0
16970386,1,1,0,0
124402493,1,1,0,0
209151231,2,2,0,0
218477244,2,0,2,0
12599191,1,1,0,0
36086646,1,0,1,0
410769692,2,2,0,0
10112608,1,1,0,0
38254954,1,1,0,0
237827583,1,1,0,0
401943051,1,1,0,0
360380092,2,2,0,0
417050154,1,1,0,0
2841377,1,1,0,0
12524531,1,0,1,0
492187,1,1,0,0
401961204,1,0,1,0
39631646,1,1,0,0
335736622,1,1,0,0
65822604,1,1,0,0
21377902,1,1,0,0
162610060,1,1,0,0
34926050,1,1,0,0
401132548,2,0,2,0
362347983,1,1,0,0
362858420,3,3,0,0
100976376,1,1,0,0
32578518,1,1,0,0
6456954,1,1,0,0
262338822,3,2,1,0
376520262,1,1,0,0
68206025,3,3,0,0
46648299,1,1,0,0
220804341,2,2,0,0
419886943,1,1,0,0
419986173,2,1,1,0
33913295,1,1,0,0
13078544,1,1,0,0
3481443,1,1,0,0
58515676,1,1,0,0
24879478,2,2,0,0
420859375,2,2,0,0
27317683,1,1,0,0
2609208,1,1,0,0
91089176,1,1,0,0
55155976,1,1,0,0
5615582,1,0,1,0
421782658,1,1,0,0
19352661,2,0,2,0
754478,1,1,0,0
147415027,1,1,0,0
867604,1,1,0,0
33152962,5,5,0,0
422922777,1,1,0,0
260031923,1,1,0,0
2854966,1,1,0,0
1262027,1,1,0,0
202075543,4,4,0,0
71554967,1,1,0,0
422034582,4,4,0,0
348027338,1,1,0,0
46083900,1,1,0,0
72697395,6,2,4,0
415795947,2,0,2,0
425200126,1,1,0,0
26527411,1,1,0,0
1686868,1,1,0,0
425626021,1,1,0,0
22657047,1,1,0,0
78181491,1,1,0,0
100213298,1,1,0,0
251200685,1,1,0,0
49183292,1,1,0,0
36818026,1,1,0,0
28591013,1,1,0,0
18111117,1,1,0,0
14655333,1,1,0,0
427126438,1,1,0,0
21960076,1,1,0,0
63868581,1,1,0,0
35030043,1,1,0,0
427859229,1,1,0,0
125071618,1,1,0,0
132896974,1,1,0,0
9021333,1,1,0,0
403684038,1,1,0,0
2242913,6,6,0,0
429001229,6,6,0,0
374496026,1,1,0,0
254439388,1,1,0,0
63083446,1,0,1,0
59981531,1,1,0,0
32129449,1,1,0,0
429944122,1,1,0,0
2928282,1,1,0,0
191450,1,0,1,0
3811644,1,1,0,0
78806399,1,1,0,0
15585800,2,2,0,0
7040556,1,1,0,0
1807142,2,2,0,0
5773347,2,1,1,0
380178701,1,1,0,0
432475830,2,2,0,0
18761839,1,1,0,0
21418268,1,1,0,0
4617,2,2,0,0
418489322,9,0,9,0
206173,1,1,0,0
433036056,1,1,0,0
433178509,1,1,0,0
108115693,1,1,0,0
22861210,1,1,0,0
308132049,4,0,4,0
73560272,1,0,1,0
12778358,1,1,0,0
25416348,1,1,0,0
7703359,1,1,0,0
297174078,1,1,0,0
5300839,1,0,1,0
1191691,1,1,0,0
153827050,1,1,0,0
33836600,1,1,0,0
9315090,1,1,0,0
277469021,1,1,0,0
9944650,1,1,0,0
364444003,2,2,0,0
400356228,1,1,0,0
29480888,1,1,0,0
419191970,1,1,0,0
359223600,1,1,0,0
91698747,1,1,0,0
28885555,1,0,1,0
19357594,1,1,0,0
219493221,13,10,3,0
30406530,1,1,0,0
412997518,2,2,0,0
71458027,1,1,0,0
437540964,1,1,0,0
2519404,1,0,1,0
437763171,1,1,0,0
378152763,1,1,0,0
41661281,1,1,0,0
438341341,4,0,4,0
226881246,1,1,0,0
35956277,1,1,0,0
395664930,3,3,0,0
2954143,2,2,0,0
434155323,1,1,0,0
1652097,1,1,0,0
439120968,1,1,0,0
437660791,8,3,5,0
439435037,1,0,1,0
73420854,1,1,0,0
11664032,1,1,0,0
10350810,1,1,0,0
16436014,1,1,0,0
33431362,1,1,0,0
440152831,1,1,0,0
141191872,1,1,0,0
360941391,10,10,0,0
71905712,1,1,0,0
283033673,1,1,0,0
17521330,1,1,0,0
395672427,7,7,0,0
441324991,1,1,0,0
29347599,1,1,0,0
61293420,1,1,0,0
114772,1,1,0,0
99068815,1,1,0,0
64542605,1,1,0,0
2571303,1,0,1,0
11671495,1,1,0,0
54393273,1,1,0,0
247775663,1,1,0,0
442709190,1,1,0,0
442845875,1,1,0,0
83468943,1,1,0,0
443316192,2,2,0,0
4611807,1,1,0,0
192912487,1,0,1,0
440367780,1,1,0,0
444083281,1,1,0,0
31790638,1,1,0,0
128152968,1,1,0,0
162673624,1,1,0,0
117200801,1,1,0,0
1311687,1,1,0,0
248536632,1,1,0,0
416564437,2,2,0,0
4975305,2,2,0,0
346661704,1,1,0,0
445252866,1,1,0,0
445294036,1,1,0,0
23827609,1,1,0,0
446186741,1,1,0,0
96202901,1,1,0,0
57019204,1,1,0,0
446702968,1,1,0,0
304174525,1,1,0,0
13404528,1,1,0,0
5844890,1,1,0,0
148679475,1,1,0,0
447257657,1,1,0,0
447320269,1,1,0,0
436326862,1,1,0,0
16274393,2,1,1,0
96470695,1,1,0,0
76625968,1,1,0,0
112449954,1,1,0,0
8753048,1,1,0,0
449441663,1,1,0,0
413567789,1,1,0,0
222603,2,2,0,0
250952462,1,1,0,0
24689130,1,1,0,0
73975548,1,0,1,0
80453513,1,1,0,0
82184603,1,1,0,0
377628450,1,1,0,0
450914198,1,1,0,0
277679553,1,1,0,0
25654521,1,1,0,0
304917572,2,1,1,0
34583501,5,0,5,0
80883993,1,1,0,0
5533021,1,1,0,0
131934644,1,1,0,0
91145909,1,1,0,0
59506316,1,1,0,0
451627238,1,1,0,0
44101160,1,1,0,0
161274657,1,1,0,0
451826601,1,1,0,0
432681140,6,0,6,0
196241275,1,1,0,0
351398058,2,2,0,0
81005284,2,2,0,0
56624653,1,1,0,0
66370024,1,1,0,0
55823592,2,2,0,0
5420634,1,1,0,0
368975494,1,1,0,0
21899862,1,1,0,0
1479464,1,0,1,0
16248377,1,1,0,0
110733273,2,2,0,0
335499521,1,1,0,0
11338469,1,1,0,0
47671202,1,1,0,0
164517974,1,1,0,0
76232156,1,1,0,0
49673813,2,1,1,0
57955741,3,3,0,0
454289951,2,2,0,0
18794485,1,1,0,0
5827627,1,1,0,0
88361686,1,1,0,0
79111504,1,1,0,0
34958033,1,1,0,0
387845145,1,1,0,0
14120961,1,0,1,0
143609796,1,1,0,0
61862691,1,1,0,0
81155597,1,1,0,0
72755484,2,2,0,0
356027852,1,1,0,0
456232621,1,1,0,0
2112154,1,1,0,0
6743344,1,1,0,0
55670814,3,1,2,0
52730319,1,0,1,0
174792040,6,0,6,0
4388602,1,1,0,0
456983037,6,0,6,0
101553179,1,1,0,0
457642329,1,1,0,0
68306789,1,1,0,0
317149310,1,1,0,0
178514298,1,0,1,0
109403875,1,1,0,0
458825016,1,1,0,0
115413684,1,1,0,0
455256527,1,1,0,0
334404495,2,2,0,0
443373037,1,1,0,0
426417706,1,1,0,0
514600481,2,0,2,0
2917460,1,1,0,0
48341025,1,1,0,0
166887737,1,1,0,0
9874094,2,2,0,0
460781406,1,1,0,0
24463960,1,1,0,0
14656848,1,1,0,0
163861461,1,1,0,0
26530597,1,1,0,0
52708925,1,0,1,0
4175742,1,1,0,0
31940535,1,1,0,0
413366800,2,2,0,0
4693826,1,1,0,0
15582957,1,1,0,0
141344806,3,3,0,0
459392781,5,5,0,0
3379046,1,1,0,0
36312048,1,1,0,0
462914688,1,1,0,0
401218228,2,2,0,0
329870519,1,1,0,0
22795221,1,1,0,0
442110827,2,2,0,0
230721705,1,0,1,0
463693684,1,1,0,0
54801228,1,1,0,0
76999451,1,1,0,0
156115710,1,1,0,0
464139430,10,0,10,0
464218291,1,1,0,0
27278619,1,1,0,0
39452230,1,1,0,0
3614842,1,1,0,0
275396572,1,1,0,0
958586,1,0,1,0
16129722,1,1,0,0
36754485,1,0,1,0
65476100,1,1,0,0
168725305,1,1,0,0
101228855,1,1,0,0
7705017,1,1,0,0
7079173,1,1,0,0
461866282,3,3,0,0
267093301,1,1,0,0
51510699,1,1,0,0
161710995,1,1,0,0
466036665,3,3,0,0
148130914,4,4,0,0
208752845,1,1,0,0
48253186,2,0,2,0
466427054,1,1,0,0
26416938,1,1,0,0
49629118,1,1,0,0
466672560,1,1,0,0
466834966,1,1,0,0
8499496,1,1,0,0
172702772,1,1,0,0
64532749,1,1,0,0
9241616,1,1,0,0
45105443,1,1,0,0
7742749,1,1,0,0
364182158,1,1,0,0
16682882,1,1,0,0
468874157,1,1,0,0
128604644,1,1,0,0
292627688,2,2,0,0
513603934,3,3,0,0
5527210,1,1,0,0
429389318,1,1,0,0
280371648,1,1,0,0
22345741,1,1,0,0
469641346,1,0,1,0
261762982,2,2,0,0
134046,1,0,1,0
4018160,1,1,0,0
6637404,1,1,0,0
1547715,1,1,0,0
435236518,1,0,1,0
49420626,1,1,0,0
426021057,1,0,1,0
72132214,1,1,0,0
465768480,1,1,0,0
185885740,3,0,3,0
139711721,1,1,0,0
24615909,1,1,0,0
472636668,1,1,0,0
376678366,2,2,0,0
452896472,1,1,0,0
6259510,1,1,0,0
49510866,3,3,0,0
48430258,2,2,0,0
16547546,1,1,0,0
70098073,1,1,0,0
386682302,2,2,0,0
9877323,1,1,0,0
158126649,1,1,0,0
448001121,1,1,0,0
416777308,2,2,0,0
474561751,1,0,1,0
15304970,1,1,0,0
2999039,2,0,2,0
85981799,1,1,0,0
24265498,1,1,0,0
181671548,2,2,0,0
30791791,1,1,0,0
22173461,1,1,0,0
18391363,1,1,0,0
72324225,2,2,0,0
20410885,1,1,0,0
18257723,1,1,0,0
415808927,1,0,1,0
10602097,1,1,0,0
11298125,1,1,0,0
109759161,1,1,0,0
472038137,1,1,0,0
477470516,1,1,0,0
477583476,1,1,0,0
168253030,1,1,0,0
477856610,1,1,0,0
478034560,1,1,0,0
119073497,1,1,0,0
478241933,1,1,0,0
444177183,1,1,0,0
10137243,1,1,0,0
478304176,1,1,0,0
24991136,1,1,0,0
478854915,2,2,0,0
479313312,1,1,0,0
64489332,2,1,1,0
150017454,3,0,3,0
2577711,1,1,0,0
62969643,1,1,0,0
253075736,1,1,0,0
475690891,2,0,2,0
73186059,1,0,1,0
184627696,4,4,0,0
27946960,1,1,0,0
2646613,1,1,0,0
481329106,1,1,0,0
4629990,1,1,0,0
4431073,1,1,0,0
481450323,1,1,0,0
97380647,1,1,0,0
5098569,1,1,0,0
52866506,1,1,0,0
481760027,1,1,0,0
110602437,1,1,0,0
195304747,1,1,0,0
71220366,1,1,0,0
18715163,1,1,0,0
108751582,2,2,0,0
34851986,1,1,0,0
14324494,1,1,0,0
149714218,1,1,0,0
482628161,3,3,0,0
6758479,1,1,0,0
482858079,1,1,0,0
32630954,2,2,0,0
483102320,1,1,0,0
1497929,1,1,0,0
56743782,1,1,0,0
483710543,1,1,0,0
52369580,1,1,0,0
415835828,1,1,0,0
4806659,1,1,0,0
10642877,1,1,0,0
77709061,2,2,0,0
484300464,1,1,0,0
16634686,1,1,0,0
328240103,1,1,0,0
9391178,1,1,0,0
107075015,1,0,1,0
16279691,1,1,0,0
116877500,8,1,7,0
8503228,1,1,0,0
131498215,1,0,1,0
174791615,1,0,1,0
33685401,1,1,0,0
466690931,4,0,4,0
427821215,1,1,0,0
114348917,1,1,0,0
26112700,1,1,0,0
486683380,1,1,0,0
430298215,1,1,0,0
486756357,1,1,0,0
9944414,1,1,0,0
367480436,1,1,0,0
486831476,1,1,0,0
458318467,1,1,0,0
27659990,1,1,0,0
226254381,1,1,0,0
147435774,1,1,0,0
296689680,2,2,0,0
192058151,1,1,0,0
247090104,2,0,2,0
23630423,4,4,0,0
307567026,1,1,0,0
488290524,1,1,0,0
61647353,1,1,0,0
721359,1,0,1,0
489362461,1,1,0,0
325414537,2,1,1,0
18043397,1,1,0,0
79071533,1,1,0,0
24222354,2,2,0,0
23319440,1,1,0,0
129029545,1,1,0,0
489766096,2,1,1,0
423385,1,1,0,0
35004448,1,1,0,0
24578622,1,1,0,0
47077025,1,1,0,0
30493939,1,1,0,0
137204614,1,1,0,0
604971,1,1,0,0
70073336,1,1,0,0
38648,1,1,0,0
21897642,1,1,0,0
491245054,1,1,0,0
48566288,1,0,1,0
491550504,1,1,0,0
491573760,1,1,0,0
491998018,2,2,0,0
479677537,1,0,1,0
9584811,1,1,0,0
51446803,2,2,0,0
235029370,1,1,0,0
76492557,2,2,0,0
52458774,1,1,0,0
38923544,1,1,0,0
476375,1,0,1,0
493134238,2,1,1,0
99322541,1,1,0,0
493926224,8,0,8,0
428602327,4,0,4,0
29635241,1,1,0,0
202074549,1,1,0,0
175520142,1,1,0,0
3571862,1,1,0,0
495539223,1,1,0,0
10619214,3,1,2,0
30839458,1,1,0,0
7109366,1,1,0,0
131774930,1,1,0,0
355016189,1,1,0,0
107277648,1,1,0,0
497241328,1,1,0,0
2774098,1,1,0,0
30866030,1,1,0,0
20769661,2,2,0,0
232606161,1,1,0,0
2009842,1,1,0,0
498011443,1,1,0,0
498296831,2,2,0,0
421314674,1,0,0,1
498576258,3,0,3,0
282571,1,1,0,0
498618976,1,1,0,0
93622599,1,1,0,0
168456441,3,0,3,0
29169433,1,1,0,0
19869237,1,1,0,0
499403539,1,1,0,0
62474126,1,1,0,0
21735221,1,1,0,0
500433937,1,1,0,0
492182231,2,2,0,0
85991635,2,2,0,0
30292785,1,1,0,0
191372290,1,1,0,0
54079714,1,1,0,0
70323040,1,1,0,0
34856644,2,0,2,0
483187707,1,1,0,0
1466084,2,1,1,0
501668320,1,1,0,0
79762960,1,0,1,0
282934485,1,1,0,0
53500538,40,40,0,0
502356395,2,2,0,0
502434505,2,2,0,0
5538553,1,1,0,0
51803920,1,1,0,0
95459395,21,21,0,0
140624598,1,1,0,0
255864238,3,3,0,0
45245638,1,1,0,0
346220065,3,2,1,0
30956786,1,1,0,0
4993788,1,1,0,0
22936195,2,2,0,0
747404,1,1,0,0
503128124,1,1,0,0
2672749,1,1,0,0
353203626,1,1,0,0
54194447,1,1,0,0
50949458,1,1,0,0
67506564,1,0,1,0
85745746,1,1,0,0
39482718,1,1,0,0
9419684,21,21,0,0
389204839,1,1,0,0
249515363,3,0,3,0
504296860,1,1,0,0
504539946,1,1,0,0
8267354,1,1,0,0
417880024,1,0,1,0
1676585,1,1,0,0
501998814,3,0,3,0
4872329,1,1,0,0
505237333,1,1,0,0
52862167,1,1,0,0
505131405,2,2,0,0
39592773,1,1,0,0
505882163,1,1,0,0
5706129,3,3,0,0
506345763,1,1,0,0
384125675,1,1,0,0
425019452,19,19,0,0
506759722,1,1,0,0
331049846,1,0,1,0
25621,1,1,0,0
228071809,15,6,9,0
507398810,1,1,0,0
608738,1,1,0,0
10811014,1,1,0,0
15906842,1,1,0,0
27502265,1,1,0,0
508375807,1,1,0,0
19798023,2,2,0,0
500907286,1,0,1,0
163251048,26,26,0,0
127515562,1,1,0,0
1483531,1,1,0,0
454241,1,1,0,0
49655827,1,1,0,0
1238901,1,1,0,0
509660311,2,0,2,0
66624629,1,1,0,0
34225322,1,1,0,0
18515584,3,0,3,0
11269729,1,0,1,0
510341453,3,3,0,0
22254869,1,1,0,0
73780679,1,1,0,0
42253071,1,1,0,0
80888415,2,2,0,0
43352899,1,1,0,0
350184884,1,1,0,0
222315358,1,1,0,0
511696553,1,1,0,0
2506010,1,0,1,0
123251329,1,1,0,0
12031843,2,1,1,0
61717768,1,1,0,0
5592835,1,1,0,0
492190376,1,1,0,0
144482916,1,1,0,0
38051218,1,1,0,0
432322041,1,1,0,0
512752407,1,1,0,0
193059952,1,1,0,0
376621327,1,1,0,0
149867769,1,1,0,0
513013124,1,1,0,0
63784212,2,2,0,0
164065446,1,1,0,0
59833065,1,1,0,0
183728537,1,0,1,0
206750300,1,1,0,0
514885581,1,1,0,0
678523,1,1,0,0
44361276,1,1,0,0
18806434,1,1,0,0
423283413,1,1,0,0
515009828,1,1,0,0
7382157,1,1,0,0
211657930,1,1,0,0
1352994,1,1,0,0
360193862,2,2,0,0
217945744,2,1,1,0
58044170,1,1,0,0
17466094,1,1,0,0
54546817,1,1,0,0
15739609,1,1,0,0
516494104,1,1,0,0
445242170,5,1,4,0
33039590,1,1,0,0
516107852,2,2,0,0
162428147,1,1,0,0
517575272,1,1,0,0
517779954,1,0,1,0
397366263,1,1,0,0
518202573,3,3,0,0
2058237,1,0,1,0
380168633,1,1,0,0
27288099,1,1,0,0
7554608,1,1,0,0
68243762,1,1,0,0
94470078,7,3,4,0
502775259,1,1,0,0
84684984,1,1,0,0
520162362,1,1,0,0
520271488,1,1,0,0
274608536,1,1,0,0
30246487,2,0,2,0
15700946,2,2,0,0
106768004,1,1,0,0
60244972,1,1,0,0
196429300,1,1,0,0
19931161,1,1,0,0
27067985,1,1,0,0
47490567,1,1,0,0
506295098,1,1,0,0
67738985,1,1,0,0
78184094,1,1,0,0
43099681,1,0,1,0
102444892,1,1,0,0
26712070,1,1,0,0
5522576,1,1,0,0
32193186,1,1,0,0
21773686,5,5,0,0
448723910,2,2,0,0
523301217,1,1,0,0
523346566,1,1,0,0
483397298,3,3,0,0
16398871,1,1,0,0
523967463,5,0,4,1
523973774,1,1,0,0
147993764,1,1,0,0
213535106,1,1,0,0
6289090,1,1,0,0
8114980,2,2,0,0
524981690,1,1,0,0
138764698,2,2,0,0
536183512,1,1,0,0
1301477,1,1,0,0
477901062,1,1,0,0
20290390,1,1,0,0
45108608,1,1,0,0
51263921,1,1,0,0
520682304,1,1,0,0
66056188,1,0,1,0
24905497,1,1,0,0
168626819,2,2,0,0
11237780,1,1,0,0
23247072,1,1,0,0
381508492,1,1,0,0
65909341,1,1,0,0
526958997,5,5,0,0
19177772,1,1,0,0
81108690,1,1,0,0
526991657,1,1,0,0
10020304,1,1,0,0
142595596,1,1,0,0
7003517,1,1,0,0
6138146,1,1,0,0
53226489,1,1,0,0
15440801,2,1,1,0
300713937,1,1,0,0
10193690,1,1,0,0
31085948,1,1,0,0
395221042,1,1,0,0
103024794,1,1,0,0
219169477,1,1,0,0
12744922,1,1,0,0
504829806,1,1,0,0
528135981,3,3,0,0
46505715,1,1,0,0
102374216,1,1,0,0
297910856,1,1,0,0
528229758,1,1,0,0
9563347,2,2,0,0
529359092,1,1,0,0
353152177,3,3,0,0
529724504,1,1,0,0
73720172,1,1,0,0
44203219,1,1,0,0
529859067,5,5,0,0
513374416,1,1,0,0
180358175,2,2,0,0
513265165,4,0,4,0
5556845,1,1,0,0
208443342,1,1,0,0
42798049,1,1,0,0
278028940,1,1,0,0
60207496,1,1,0,0
6033141,1,1,0,0
3507801,1,1,0,0
14786356,2,2,0,0
12241308,1,1,0,0
137515519,1,1,0,0
115273659,1,1,0,0
222913628,1,0,1,0
43866971,2,2,0,0
80682387,1,1,0,0
35483886,2,2,0,0
4071043,3,0,3,0
28420396,1,1,0,0
73853862,1,1,0,0
29571064,1,1,0,0
419492,1,1,0,0
66582006,1,1,0,0
21446876,1,1,0,0
4435306,1,1,0,0
72469415,1,1,0,0
56374418,1,1,0,0
451960338,1,0,1,0
160307058,1,1,0,0
434671641,1,1,0,0
51150261,2,1,1,0
65502545,1,1,0,0
240452638,2,2,0,0
74336050,1,1,0,0
52770249,1,1,0,0
38621257,1,1,0,0
204317958,1,1,0,0
528048366,2,0,2,0
525097238,1,1,0,0
351080856,1,1,0,0
470246866,2,2,0,0
4854668,1,1,0,0
5269688,1,1,0,0
33736673,1,1,0,0
48949508,1,1,0,0
32940111,1,1,0,0
468788669,1,1,0,0
440730350,2,2,0,0
35340389,1,1,0,0
121656411,1,1,0,0
537447303,1,1,0,0
28568357,3,3,0,0
20726180,1,1,0,0
53555373,1,1,0,0
178858755,1,1,0,0
7658988,1,1,0,0
60430717,1,1,0,0
538849626,1,0,1,0
214300179,1,1,0,0
40150960,2,1,1,0
539403087,2,2,0,0
32935630,3,0,3,0
30022339,1,1,0,0
10508115,1,1,0,0
540166635,3,3,0,0
470409316,1,1,0,0
432386568,10,4,6,0
540507045,1,1,0,0
86142477,1,1,0,0
760617,4,1,3,0
533234561,5,5,0,0
540701210,1,1,0,0
53937550,1,1,0,0
16631892,1,1,0,0
55034774,1,1,0,0
541253796,1,1,0,0
205400381,1,1,0,0
79536630,1,1,0,0
109857750,2,2,0,0
529110726,3,3,0,0
109813221,1,1,0,0
526547201,1,1,0,0
170394494,1,1,0,0
542305268,1,1,0,0
424079606,1,1,0,0
542313975,2,2,0,0
21444423,1,1,0,0
2270470,2,2,0,0
1279758,1,1,0,0
542557315,1,1,0,0
542699535,1,1,0,0
11836210,2,2,0,0
506456886,1,1,0,0
242568725,2,2,0,0
10421039,1,1,0,0
56813219,1,1,0,0
305689325,2,0,2,0
543156241,1,1,0,0
376315368,1,1,0,0
543315177,1,1,0,0
170798505,1,1,0,0
540501727,1,1,0,0
86266684,1,1,0,0
4258762,1,1,0,0
258773443,1,1,0,0
66843448,1,1,0,0
74276942,2,2,0,0
544266424,1,1,0,0
86518557,2,1,1,0
60243939,2,2,0,0
203273005,1,1,0,0
801793,1,1,0,0
545121316,1,1,0,0
545130451,1,1,0,0
70389717,2,0,2,0
181461952,1,1,0,0
183128825,1,1,0,0
14368762,1,1,0,0
543562601,6,6,0,0
295226441,1,1,0,0
466975290,2,2,0,0
546632403,1,1,0,0
203798956,1,1,0,0
10437935,1,1,0,0
540669818,1,1,0,0
546956976,2,0,2,0
545770969,3,0,3,0
313101353,1,1,0,0
547284576,2,2,0,0
547704172,1,1,0,0
153042282,1,1,0,0
23346538,2,2,0,0
74366242,1,1,0,0
548137110,1,1,0,0
407175299,1,1,0,0
485351059,1,1,0,0
135280219,1,1,0,0
395909309,1,1,0,0
70089665,1,1,0,0
549001406,1,1,0,0
549004366,1,1,0,0
37476034,2,2,0,0
72529963,1,1,0,0
507990812,1,1,0,0
543729693,2,0,2,0
347008743,1,1,0,0
395463190,1,0,1,0
284499859,3,3,0,0
57028640,1,1,0,0
550438099,1,0,1,0
550756025,1,1,0,0
158943257,1,1,0,0
7395893,1,1,0,0
544725494,1,0,1,0
138605119,3,0,3,0
329334017,1,1,0,0
551267796,1,1,0,0
350603487,2,0,2,0
3221627,1,1,0,0
5872703,1,0,1,0
7165887,1,1,0,0
13389647,1,1,0,0
44538751,1,0,1,0
6582626,1,1,0,0
551860068,1,1,0,0
8324375,1,1,0,0
551873567,1,1,0,0
551998570,1,1,0,0
