host_id,id,name,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
39930655,36608550,Rental unit in Washington · ★4.78 · 2 bedrooms · 3 beds · 2 baths,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,38160741,Rental unit in Washington · ★4.83 · 2 bedrooms · 3 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,38216280,Rental unit in Washington · ★4.80 · 2 bedrooms · 3 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,38216432,Rental unit in Washington · ★4.78 · 2 bedrooms · 3 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,40736026,Rental unit in Washington · ★4.95 · 1 bedroom · 3 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,40900395,Rental unit in Washington · ★4.73 · Studio · 1 bed · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,40900667,Rental unit in Washington · ★4.56 · 1 bedroom · 1 bed · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,42318051,Rental unit in Washington · ★4.68 · 2 bedrooms · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,42929391,Rental unit in Washington · ★4.83 · 1 bedroom · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,42941255,Rental unit in Washington · ★4.72 · 2 bedrooms · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,43186270,Rental unit in Washington · ★4.56 · 1 bedroom · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,43186585,Rental unit in Washington · ★4.83 · 1 bedroom · 1 bed · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,43186713,Rental unit in Washington · ★4.76 · 1 bedroom · 1 bed · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,43432062,Rental unit in Washington · ★4.75 · 2 bedrooms · 3 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44207610,Rental unit in Washington · ★4.67 · 1 bedroom · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44207611,Rental unit in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44207617,Rental unit in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44702772,Rental unit in Washington · ★4.80 · 1 bedroom · 3 beds · 2 baths,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44998055,Rental unit in Washington · ★4.70 · 2 bedrooms · 3 beds · 2 baths,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44998059,Rental unit in Washington · ★4.75 · 2 bedrooms · 3 beds · 2 baths,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,44998087,Rental unit in Washington · ★4.80 · 2 bedrooms · 3 beds · 2 baths,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,45494125,Rental unit in Washington · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,45657024,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,45669735,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,45670909,Rental unit in Washington · 2 bedrooms · 3 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
39930655,45671185,Rental unit in Washington · 1 bedroom · 2 beds · 1 bath,Team,2015-07-29,"Washington, DC","Hi, I'm Nicole, the co-founder of Sojourn.  At Sojourn, we understand how being away from home and routine can be disruptive to your being, which is why we have made our raison d’etre about making your temporary stay seamless and fluid. We are, at our core, about hospitality! A Sojourn space is carefully curated, thoughtfully designed, complete with beautiful and comfortable furniture. You will find fully equipped kitchens, superior quality mattresses, high quality linens and luxury towels. We have built Sojourn around understanding your unique needs and expectations. We can and will cater our services to ensure that you have everything you need to settle in and enjoy your Sojourn.

",within an hour,100%,100%,f,Dupont Circle,316,377,"['email', 'phone']",t,t
